u_id,p_id,name,ccv,ccnumber,exp_date
CUST00422,PAY00422,Sharon Berry,818,4092890007935491,2.3
CUST00423,PAY00423,Hannah Stark,853,213156341791492,1.26
CUST00424,PAY00424,Michael Henderson,654,4462928499932726,8.27
CUST00425,PAY00425,Katelyn Sanchez,097,6528346181784189,9.25
CUST00426,PAY00426,Sandra Jimenez,166,4083086953225847,6.25
CUST00427,PAY00427,Jesus Bell,136,3543968518048026,12.28
CUST00428,PAY00428,Gregory Fitzpatrick,361,341733501424778,10.27
CUST00429,PAY00429,Antonio Garcia,260,4303187742231898,4.3
CUST00430,PAY00430,Amanda Chase,562,3515173201648000,6.26
CUST00431,PAY00431,Stephanie Norton,563,213163839578142,10.29
CUST00432,PAY00432,Kelly Burton,249,370539042078658,12.25
CUST00433,PAY00433,Troy Martinez,845,3534484033066700,11.25
CUST00434,PAY00434,Michael Hendricks,977,3515540774222837,9.26
CUST00435,PAY00435,Cathy Rodriguez,401,4689690733678801,1.3
CUST00436,PAY00436,Heather Winters,353,4969496628948896,4.3
CUST00437,PAY00437,Joyce Ferguson,473,5506857867382757,3.3
CUST00438,PAY00438,James Graham,688,676291273537,5.29
CUST00439,PAY00439,Lisa Jones,459,4766145943338811,9.26
CUST00440,PAY00440,Rhonda Smith,531,30221317329890,5.29
CUST00441,PAY00441,Lisa Wood,601,4408725357873639,9.26
CUST00442,PAY00442,Melissa Harris MD,931,4459501973959815,5.28
CUST00443,PAY00443,David Franklin,612,4852198217853228,3.28
CUST00444,PAY00444,Duane Beck,116,6011552316927122,9.25
CUST00445,PAY00445,Paul Miller,096,3564264591086230,11.26
CUST00446,PAY00446,Barbara Lopez,887,6517172608000725,7.27
CUST00447,PAY00447,Linda Johnson,622,180033489626096,9.29
CUST00448,PAY00448,Luis Joyce,983,6011676529170848,9.25
CUST00449,PAY00449,Alejandro Rodriguez,226,3545252407143760,5.28
CUST00450,PAY00450,Nathan Butler,687,4398228534242531,2.26
CUST00451,PAY00451,Taylor Tanner,437,6011516997617450,10.28
CUST00452,PAY00452,Debra Poole,539,4301340834009,6.25
CUST00453,PAY00453,Ryan Carter,991,4524207504809,2.29
CUST00454,PAY00454,Jonathan Peters,277,6011496976595268,11.29
CUST00455,PAY00455,Eric Johnson,051,4180346693837305,5.29
CUST00456,PAY00456,Michelle Duke,307,38041795951839,10.29
CUST00457,PAY00457,Steven Williams,650,4175470257667679,9.27
CUST00458,PAY00458,Carrie Morrison,050,213182157054254,2.26
CUST00459,PAY00459,Mary Brennan,770,4195814309630715,3.27
CUST00460,PAY00460,Jessica Roach,074,4692947067003746,6.25
CUST00461,PAY00461,Jessica Higgins,792,3514262563885325,8.28
CUST00462,PAY00462,Jennifer Vargas,195,30538104572733,2.26
CUST00463,PAY00463,Steven Wilson,737,347391841875466,7.28
CUST00464,PAY00464,Gary Garner,051,4918190677129,12.26
CUST00465,PAY00465,Gregory Webster,857,4496474070395107,1.28
CUST00466,PAY00466,Brenda Green,101,3535860499655707,8.26
CUST00467,PAY00467,Jonathan Wood,911,6011440890044052,6.26
CUST00468,PAY00468,Kathy Norris,746,4450236763466213,2.26
CUST00469,PAY00469,Jonathan Hartman,378,4224735448102578,9.26
CUST00470,PAY00470,Lisa Holland,881,378762831353767,2.26
CUST00471,PAY00471,Bonnie Russell,562,060450085695,5.3
CUST00472,PAY00472,Adrian Wells,950,38489496865339,9.29
CUST00473,PAY00473,Erica Gibson,486,379900589791239,12.25
CUST00474,PAY00474,Joann Garcia,149,6569362504295142,8.29
CUST00475,PAY00475,Martin Frey,901,6558274665327908,5.27
CUST00476,PAY00476,Jermaine Logan,147,3522057352966447,3.27
CUST00477,PAY00477,Joshua Nguyen,815,4064737821700772,3.3
CUST00478,PAY00478,Doris Carr,127,4296437113590,8.26
CUST00479,PAY00479,Jeff Brock,665,2720970372959550,6.29
CUST00480,PAY00480,Mark Miller,287,4768227214593690,4.27
CUST00481,PAY00481,Rebecca Mckay,826,6011573790329502,2.26
CUST00482,PAY00482,Timothy Boyd,939,4180072546632871,1.26
CUST00483,PAY00483,Ashley Macias,282,4558582891018462,6.29
CUST00484,PAY00484,Roger Ritter,698,6011852487665372,1.3
CUST00485,PAY00485,Allison Arias,362,3577382997703060,5.3
CUST00486,PAY00486,Angel Murray,802,4541511245382381,11.28
CUST00487,PAY00487,Sheila Gonzalez DDS,628,30185241954190,6.29
CUST00488,PAY00488,Dr. Laura Barnes,839,5588969040906757,2.29
CUST00489,PAY00489,Kevin Cooper,879,30566272969407,7.27
CUST00490,PAY00490,Crystal Glover,230,30175952811358,11.28
CUST00491,PAY00491,Jane Johnson,144,4885779894826008,11.29
CUST00492,PAY00492,Jennifer Beasley,983,348037174741028,1.27
CUST00493,PAY00493,Brandon Morris,152,6011575312449098,12.28
CUST00494,PAY00494,Isaiah Bell,680,2287063005347545,11.28
CUST00495,PAY00495,Mark Dunn,907,2244375359112651,11.28
CUST00496,PAY00496,Michael Frazier,410,4562057381415,2.27
CUST00497,PAY00497,Jessica Edwards,884,4818767144702128,9.29
CUST00498,PAY00498,Devon Perez,687,503844029150,4.26
CUST00499,PAY00499,Maria Stevenson,333,4521224377449649,11.25
CUST00500,PAY00500,Kristin Bond,827,4367524248571,1.3
CUST00501,PAY00501,Amber Gray,360,3587782280308683,7.26
CUST00502,PAY00502,James Hampton,396,373291381796857,1.29
CUST00503,PAY00503,Kevin Hamilton,082,2419192762395750,9.25
CUST00504,PAY00504,Jonathan Alvarez,427,213102482485601,7.25
CUST00505,PAY00505,Jacqueline Bowers,319,372230838907726,5.28
CUST00506,PAY00506,Elizabeth Bell,984,3562896525901638,6.29
CUST00507,PAY00507,Julie Browning,217,3520858577579168,8.25
CUST00508,PAY00508,Edward Martinez,564,4790738599499911,5.27
CUST00509,PAY00509,Carlos Colon,934,3567488812915938,4.3
CUST00510,PAY00510,Suzanne Reyes,349,4600304496264689,5.26
CUST00511,PAY00511,Caitlin Morton,530,2242338509603898,5.26
CUST00512,PAY00512,Juan Reed,280,340276970512047,9.28
CUST00513,PAY00513,Paul Yates,702,4841920876098512,10.27
CUST00514,PAY00514,Miranda Bass,064,3571080292838823,8.25
CUST00515,PAY00515,Gregory Martin,969,4916950493992,2.26
CUST00516,PAY00516,Kathy Nichols,919,213173846428355,10.29
CUST00517,PAY00517,Corey Carter,261,639035467278,12.27
CUST00518,PAY00518,Karen Lewis DVM,294,180036636549517,8.26
CUST00519,PAY00519,Cody Burnett,714,6532529665337871,4.29
CUST00520,PAY00520,Brandon Everett,611,4177525900492128,8.29
CUST00521,PAY00521,Ashlee Short,561,30097421310962,6.29
CUST00522,PAY00522,Abigail Bennett,556,6011415323053904,1.29
CUST00523,PAY00523,Jessica Simmons,293,4420074752899665,4.3
CUST00524,PAY00524,Patricia Lane,521,3525662080747378,11.27
CUST00525,PAY00525,Cory Wade,375,30301608528028,9.25
CUST00526,PAY00526,Mr. Mark Smith,280,639046681453,5.26
CUST00527,PAY00527,Madeline Watson,117,371014433534957,4.3
CUST00528,PAY00528,William Brown,888,4627512823099642,5.25
CUST00529,PAY00529,Evan Yang,021,30496774002517,7.29
CUST00530,PAY00530,Samantha Campbell,395,5438373098396171,6.27
CUST00531,PAY00531,Mallory Fry,644,2244177076068319,9.25
CUST00532,PAY00532,Stephanie Hoffman,691,180057710016868,9.25
CUST00533,PAY00533,Nicole Davis,110,4180715873861,3.26
CUST00534,PAY00534,Stanley Krause,400,630485329720,7.28
CUST00535,PAY00535,Dakota Nelson,664,180099432642167,2.28
CUST00536,PAY00536,Sheri Mayer,595,180071563137812,11.25
CUST00537,PAY00537,Crystal Sutton,013,4878453475669224,5.27
CUST00538,PAY00538,Julie Weber,698,3537182947148070,11.25
CUST00539,PAY00539,Heather Harmon,839,372400181086507,10.27
CUST00540,PAY00540,Laura Scott,778,378463165392899,8.25
CUST00541,PAY00541,Jake Drake,876,373452132834419,9.28
CUST00542,PAY00542,Kevin Becker,123,180008772274127,9.29
CUST00543,PAY00543,Cindy Potter,113,180099382430613,6.29
CUST00544,PAY00544,John Henderson,109,180029564165950,3.29
CUST00545,PAY00545,William Welch Jr.,186,36275669624088,2.26
CUST00546,PAY00546,Clinton Jimenez,364,4196160767362341,4.29
CUST00547,PAY00547,Wesley Castillo,924,4548416859597661,12.26
CUST00548,PAY00548,Jose Hoffman,153,213123528934519,6.29
CUST00549,PAY00549,Daniel Gonzalez,087,4351993549896466,10.28
CUST00550,PAY00550,Cynthia Porter,887,4752409603182,10.29
CUST00551,PAY00551,Elizabeth Chapman,992,3579343654361665,4.27
CUST00552,PAY00552,Joanna Turner,009,060447532601,11.25
CUST00553,PAY00553,Christopher Wallace,064,676220230954,8.25
CUST00554,PAY00554,Robert Anderson,423,180034683417530,2.26
CUST00555,PAY00555,Sean Hamilton,895,4253892476657,8.29
CUST00556,PAY00556,Margaret Miller MD,370,2655878429153763,6.25
CUST00557,PAY00557,Rachel Burton,149,4908666040228093,11.28
CUST00558,PAY00558,Danielle Adams,858,4743705175454,12.28
CUST00559,PAY00559,Mrs. Laura Dunlap,729,4613015045822508,7.26
CUST00560,PAY00560,George Johnston,314,3576294596432465,2.27
CUST00561,PAY00561,Adam West,387,4685852093412078,11.26
CUST00562,PAY00562,Eric Calhoun,579,5384338344436083,12.29
CUST00563,PAY00563,Lawrence Lawrence,993,4243264806549896,6.25
CUST00564,PAY00564,Amanda Reynolds,429,3596268662084281,6.25
CUST00565,PAY00565,Ann Robertson,797,4198078680575544,10.26
CUST00566,PAY00566,Larry Martin,560,38744699874300,6.29
CUST00567,PAY00567,Stephanie Crane,329,4683216559854094,7.26
CUST00568,PAY00568,Renee Peterson,924,4905977715924616,2.3
CUST00569,PAY00569,Daniel Johnson,760,639088120923,10.25
CUST00570,PAY00570,Crystal Compton,637,3532035135675285,8.29
CUST00571,PAY00571,Nathan Gilmore,428,348844714121813,1.26
CUST00572,PAY00572,Diana Stevenson,276,6593762217053631,3.27
CUST00573,PAY00573,Christy White,175,4261984461629850,8.28
CUST00574,PAY00574,Rebecca Lester,671,2509215217618806,10.26
CUST00575,PAY00575,Benjamin Harrison,417,630408775561,5.28
CUST00576,PAY00576,Terry French,970,180093249691301,3.29
CUST00577,PAY00577,Jordan Holmes,828,180033594187703,5.26
CUST00578,PAY00578,Joseph Santiago,365,3573298269792686,5.26
CUST00579,PAY00579,Brandon Davidson,080,4853648481751762,9.26
CUST00580,PAY00580,Robert Andrade,985,4246581251278857,5.28
CUST00581,PAY00581,John Salazar,592,4129783363075293,2.27
CUST00582,PAY00582,Andrew Bowers,362,4345536030330228,2.26
CUST00583,PAY00583,Daniel Jones,073,4670437675496504,2.28
CUST00584,PAY00584,Jeremy Anderson,968,4118122147317393,6.26
CUST00585,PAY00585,Dana Larson,037,4065153538303209,5.25
CUST00586,PAY00586,Judy Noble,352,4319352915755,3.26
CUST00587,PAY00587,Nathan Rivera,226,3545716998658170,2.28
CUST00588,PAY00588,Lauren Crane,790,6564631538183580,3.27
CUST00589,PAY00589,John Anderson,085,4195055387005607,6.27
CUST00590,PAY00590,Mrs. Christina Lynch,442,30339752733614,2.26
CUST00591,PAY00591,Linda Winters,836,2720073471567950,5.3
CUST00592,PAY00592,David Jones,565,4902830491915311,7.29
CUST00593,PAY00593,Jesse Bender,527,676237231748,2.29
CUST00594,PAY00594,John Johnson,777,2234413105986060,1.27
CUST00595,PAY00595,Douglas Crawford,660,4924876211076,4.28
CUST00596,PAY00596,James Underwood,229,3588470816652092,4.26
CUST00597,PAY00597,Gregory Perez,210,371301629938724,4.27
CUST00598,PAY00598,Johnny Duncan,400,30357329458275,2.3
CUST00599,PAY00599,Jonathan Martin,464,6011035826023749,11.25
CUST00600,PAY00600,Stephanie Clark,236,4928901118762697,5.26
CUST00601,PAY00601,Jennifer White,464,2493710879582124,7.25
CUST00602,PAY00602,Daniel Reese,973,4803486657795128,3.27
CUST00603,PAY00603,James Marquez,023,38742856490613,4.29
CUST00604,PAY00604,Rodney Doyle,454,3571327099868549,1.29
CUST00605,PAY00605,Kyle Thompson,504,4432431264376689,5.27
CUST00606,PAY00606,Yvette Miller,935,30584769096436,7.29
CUST00607,PAY00607,Patrick Krueger,636,2711558042810823,5.26
CUST00608,PAY00608,Jeanette Cardenas,895,180015533255857,8.29
CUST00609,PAY00609,Tyler Jordan,398,3521668690508724,10.26
CUST00610,PAY00610,Matthew Paul,869,060494532660,10.29
CUST00611,PAY00611,Alan Johnson,294,3567774075866367,2.3
CUST00612,PAY00612,Shaun Heath,273,4041662520295,6.26
CUST00613,PAY00613,Cynthia Cox,335,6551977331211663,6.29
CUST00614,PAY00614,Mitchell Atkinson,960,4263806498605017,6.26
CUST00615,PAY00615,Christopher Graham,208,3503918213027328,12.26
CUST00616,PAY00616,Larry Fernandez,813,3581970537130994,11.25
CUST00617,PAY00617,Joanne Adams,469,3588923701043389,6.28
CUST00618,PAY00618,Parker Wilson,436,4628049365224568,4.28
CUST00619,PAY00619,Deborah Holland,304,2260582850846310,11.28
CUST00620,PAY00620,Nathan Flores,952,2258425907174498,4.28
CUST00621,PAY00621,Roger Griffin,792,348145820882706,12.29
CUST00622,PAY00622,Michael Johnson,368,4024849504028,8.28
CUST00623,PAY00623,Richard Lopez,268,213139626181688,4.26
CUST00624,PAY00624,Brandy Kline,857,6532896911352354,6.27
CUST00625,PAY00625,Michelle Cole,496,2720423802712199,4.27
CUST00626,PAY00626,Monica Watkins,522,4447334963458787,5.29
CUST00627,PAY00627,Colleen Hopkins,836,060412014825,2.26
CUST00628,PAY00628,Chad Jackson,569,4747067522447845,7.26
CUST00629,PAY00629,Brittany Smith,748,30331753597858,10.29
CUST00630,PAY00630,Christopher Joseph,964,180094767336915,11.26
CUST00631,PAY00631,Tammy Hernandez,964,3545519513459805,5.27
CUST00632,PAY00632,Kristin Williams,261,4372442211666181,12.27
CUST00633,PAY00633,Kenneth Phillips,711,3511050781582581,12.28
CUST00634,PAY00634,Amanda Hall,400,213194039479526,8.29
CUST00635,PAY00635,Dawn Finley,405,36945535490431,2.26
CUST00636,PAY00636,Kenneth Chang,685,213195679626300,8.29
CUST00637,PAY00637,Darryl Tyler,400,3504189565284052,7.27
CUST00638,PAY00638,Linda Duran,598,2243631989505016,9.29
CUST00639,PAY00639,Roger Wilson,549,4339177593283764,12.26
CUST00640,PAY00640,Alexandria Blanchard,874,4714729056897,7.27
CUST00641,PAY00641,Frank Collins,010,36848255819716,5.26
CUST00642,PAY00642,Karla Booker,939,2715120243935283,11.25
CUST00643,PAY00643,Amber Vance,905,213157089888789,8.27
CUST00644,PAY00644,Margaret Burch,483,3513543031659413,11.27
CUST00645,PAY00645,Cheryl Bowen,104,5356925525215361,8.28
CUST00646,PAY00646,Kathryn Williams,376,3596728292983160,8.27
CUST00647,PAY00647,Edward Wilson,596,4611628642989322,11.29
CUST00648,PAY00648,Charles Barajas,338,2288718943456489,4.28
CUST00649,PAY00649,Jason Allen,591,3590649872572874,11.29
CUST00650,PAY00650,Joel Wells,135,060447484795,4.27
CUST00651,PAY00651,Eric Solis,421,4359684600349484,1.3
CUST00652,PAY00652,Alicia Smith,995,4239998114359,4.27
CUST00653,PAY00653,Angelica Day,740,348052945597849,1.26
CUST00654,PAY00654,Gregory Harris,226,3553961491617153,3.3
CUST00655,PAY00655,Gene Ritter,947,5402353509428245,8.29
CUST00656,PAY00656,Tina Bradshaw,221,5403821434742251,4.28
CUST00657,PAY00657,Samantha Smith,191,180094448624051,2.29
CUST00658,PAY00658,Joel Keller,533,4286904367282,1.28
CUST00659,PAY00659,Rebecca Mccoy,006,3536762477706024,2.3
CUST00660,PAY00660,Joseph Johnson,441,4079492749494511,2.26
CUST00661,PAY00661,Nicholas Williams,791,5335418209040079,5.3
CUST00662,PAY00662,David Anderson,171,4911483613791549,10.28
CUST00663,PAY00663,Joshua Whitney,490,4433919000272,10.28
CUST00664,PAY00664,Denise Avila,395,4775409534389976,1.27
CUST00665,PAY00665,Alexander Harding,539,373843015264353,6.25
CUST00666,PAY00666,Luke Hull,322,4481065942359,9.29
CUST00667,PAY00667,Joseph Brown,670,3538944152566687,10.28
CUST00668,PAY00668,Isaac Mejia,017,36873495378935,12.29
CUST00669,PAY00669,Penny Wise,392,180033533605187,5.25
CUST00670,PAY00670,Bryan Park,188,3503634132776404,12.26
CUST00671,PAY00671,Kevin Munoz,580,4974973164114675,1.28
CUST00672,PAY00672,Stephen Davis,485,4164695210841112,4.26
CUST00673,PAY00673,Miguel Brown,187,2687156681958191,2.26
CUST00674,PAY00674,Randy Ramos,051,372967542814181,2.27
CUST00675,PAY00675,Jason Hammond,153,340198619974794,3.26
CUST00676,PAY00676,Cheryl Horne,845,4506040161244,3.3
CUST00677,PAY00677,Jennifer Day,474,3576458024537969,8.26
CUST00678,PAY00678,Sheila Ruiz,002,30280925917421,5.25
CUST00679,PAY00679,Rachael Walker,297,4059467134370998,11.26
CUST00680,PAY00680,Stacy Newman,144,180054301876040,9.28
CUST00681,PAY00681,Stacey Green,349,180032511661428,12.28
CUST00682,PAY00682,Daniel Bailey,989,2253499345458420,2.28
CUST00683,PAY00683,Robert Ramos,486,4914564838787499,8.25
CUST00684,PAY00684,Sean Olson,540,4926626330513312,7.28
CUST00685,PAY00685,Tracy Fuller,195,676343622236,12.26
CUST00686,PAY00686,Anthony Watson,364,3552395763455565,7.29
CUST00687,PAY00687,Carl Casey,397,3563605579391524,4.28
CUST00688,PAY00688,Jeremy Wang,736,6541454778970337,12.28
CUST00689,PAY00689,Brian Cruz,092,4086023997699039,5.25
CUST00690,PAY00690,Paige Adams,769,3558229315396098,4.3
CUST00691,PAY00691,Brian Hall,960,4886564034997,2.29
CUST00692,PAY00692,Mr. Jeremy Kelly,461,5574747582813730,10.26
CUST00693,PAY00693,Emily Moon,959,4086023232549056,3.28
CUST00694,PAY00694,Ryan Arnold,500,3521611303429417,11.26
CUST00695,PAY00695,Aaron Arellano,005,4884556817499854,10.26
CUST00696,PAY00696,Lori Carter,106,4936176187891980,2.28
CUST00697,PAY00697,Jeremy Hunter,601,3562692901589901,4.26
CUST00698,PAY00698,Catherine Cole,315,4379810791074736,10.26
CUST00699,PAY00699,Joshua Mccoy,780,3525140748297706,2.29
CUST00700,PAY00700,Dr. Dana Flores MD,293,378667307939793,4.28
CUST00701,PAY00701,Annette Harvey,054,340433852646142,12.25
CUST00702,PAY00702,Veronica Walker,630,675928103679,3.27
CUST00703,PAY00703,Terry Moore,607,6011280429823141,5.26
CUST00704,PAY00704,Steven Waller,961,30577710652299,9.26
CUST00705,PAY00705,David Parsons,326,36047473210481,12.27
CUST00706,PAY00706,Jesse Christensen,092,213147690512886,6.26
CUST00707,PAY00707,Dakota Knight,729,3565521431556154,8.25
CUST00708,PAY00708,Benjamin English,070,3540618378587505,9.28
CUST00709,PAY00709,Nicholas Drake,395,4652711003483348,5.26
CUST00710,PAY00710,Amy Myers,196,4390101649695463,6.26
CUST00711,PAY00711,Tonya Anderson,105,6011515683004320,7.25
CUST00712,PAY00712,Chloe Foster,970,3503332190809718,6.28
CUST00713,PAY00713,Rodney Foster,288,060484131119,3.29
CUST00714,PAY00714,Laura Dunlap,302,379420337119542,5.26
CUST00715,PAY00715,Denise Wells,390,180085733887460,9.28
CUST00716,PAY00716,Joseph Gill,542,060432087918,1.26
CUST00717,PAY00717,Charles Medina,568,4899677344264586,4.28
CUST00718,PAY00718,Aaron Pennington,207,3561935955591351,10.28
CUST00719,PAY00719,George Rodriguez,264,639060851057,9.25
CUST00720,PAY00720,Katherine Brooks,133,3594107873409634,7.27
CUST00721,PAY00721,Randy Ross,195,30407493029137,8.28
CUST00722,PAY00722,Brittany Fisher,777,6522465312880777,10.25
CUST00723,PAY00723,Charles Harris,406,213133368531051,1.26
CUST00724,PAY00724,Lucas Hoffman,924,374446931909124,7.26
CUST00725,PAY00725,Patricia Moon,153,372873511773855,7.26
CUST00726,PAY00726,Michael Alvarado,534,4330721621101855,5.26
CUST00727,PAY00727,Melanie Washington,934,2377617984270332,8.27
CUST00728,PAY00728,Lori Chapman,369,4035975810120,9.25
CUST00729,PAY00729,Morgan Santos,960,4765423608440922,4.26
CUST00730,PAY00730,Vanessa Carson,359,30082725672614,7.29
CUST00731,PAY00731,Daniel Brown,608,4122847326350,3.3
CUST00732,PAY00732,Nichole Stewart,764,375317365296784,10.29
CUST00733,PAY00733,David Duncan,858,3542507136957266,5.25
CUST00734,PAY00734,Roberto Sanchez,589,4075418621693288,10.28
CUST00735,PAY00735,Nicholas Moore,092,3562368249926713,7.29
CUST00736,PAY00736,Michael Lawrence,354,38024156288769,3.29
CUST00737,PAY00737,Holly Owens,787,30199967314711,8.27
CUST00738,PAY00738,Jenny Fleming,144,2280998529350060,7.27
CUST00739,PAY00739,Mary Nichols,728,4127079813782020,7.28
CUST00740,PAY00740,Justin Rios,548,343317829452907,7.28
CUST00741,PAY00741,Jennifer Thompson,765,4200838330449953,5.27
CUST00742,PAY00742,Albert Wade,092,379404295168733,2.26
CUST00743,PAY00743,Kimberly Lee,027,213125906100472,3.29
CUST00744,PAY00744,Jose Jones,047,3585788615620751,2.3
CUST00745,PAY00745,Laura Coleman,851,5160001326618462,11.29
CUST00746,PAY00746,Alexander Jones,079,675968398148,11.27
CUST00747,PAY00747,Donna James,951,3581855075338739,11.26
CUST00748,PAY00748,Benjamin Campbell,444,4203698448608347,5.28
CUST00749,PAY00749,Hannah Elliott,673,3549629716224140,12.26
CUST00750,PAY00750,Charles Taylor,731,213132079025114,8.26
CUST00751,PAY00751,James Patterson,729,2271810384194585,8.26
CUST00752,PAY00752,Andrew Robbins,727,4962582500738195,11.26
CUST00753,PAY00753,William Ramos,690,3595951794945989,11.28
CUST00754,PAY00754,Emily Anderson,202,4686381638585205,8.29
CUST00755,PAY00755,Laura Ross,198,4942344537559820,1.26
CUST00756,PAY00756,Lisa Cooper,732,4720280425470399,7.26
CUST00757,PAY00757,Maria Brock,692,3580538785484131,9.25
CUST00758,PAY00758,Brian Friedman,495,376016793780299,8.25
CUST00759,PAY00759,Jose Garcia,364,180050305021484,9.26
CUST00760,PAY00760,Christopher Meyer,706,2277409235654329,8.28
CUST00761,PAY00761,Melissa Hamilton,069,4278044258356,12.29
CUST00762,PAY00762,Mark Scott,380,4851222911298935,3.29
CUST00763,PAY00763,Phyllis Turner,701,639011180812,7.27
CUST00764,PAY00764,Julie Morton,555,180058149759896,10.29
CUST00765,PAY00765,Jessica Walton,359,38088075501800,11.28
CUST00766,PAY00766,Renee Morris MD,574,675994045424,2.28
CUST00767,PAY00767,David Alvarez,761,4251792615996196,9.25
CUST00768,PAY00768,Mary Williams,770,30034484675072,7.26
CUST00769,PAY00769,Jeffrey Hutchinson,135,4628179238799,5.26
CUST00770,PAY00770,Jennifer Tucker,631,4974275850313,7.27
CUST00771,PAY00771,Patricia Brown DDS,045,344345699324756,2.28
CUST00772,PAY00772,Hector Wright,129,639049366110,8.27
CUST00773,PAY00773,Robert Torres,544,4251740038306402,10.28
CUST00774,PAY00774,Gary James PhD,480,6011718492346946,5.26
CUST00775,PAY00775,Ebony Shepard,968,6532883339774203,4.27
CUST00776,PAY00776,Matthew Smith,039,4705866586462141,12.26
CUST00777,PAY00777,Riley Smith,792,180073732465934,5.27
CUST00778,PAY00778,Maxwell Reeves,145,675944037190,3.26
CUST00779,PAY00779,Jonathan Pena,817,4414335233715681,10.28
CUST00780,PAY00780,Kevin Freeman,310,4406871630712350,10.28
CUST00781,PAY00781,Nathaniel Harris,606,4115248588399490,1.28
CUST00782,PAY00782,Jeffrey West,143,4902014201370791,3.26
CUST00783,PAY00783,Caroline Williams,243,4586085977993,7.27
CUST00784,PAY00784,Kimberly Cox,975,3532161261276530,1.28
CUST00785,PAY00785,Alyssa Parker,032,213151139094118,5.26
CUST00786,PAY00786,Alice Gomez,854,4424735397042,11.29
CUST00787,PAY00787,Cory Taylor,298,213104823468874,1.3
CUST00788,PAY00788,Patrick Williams,824,3560534532893686,4.29
CUST00789,PAY00789,Paul Bird,855,639031736510,5.28
CUST00790,PAY00790,Diana Nielsen,234,4140280956915528,3.3
CUST00791,PAY00791,Robert Vaughn,817,566192556991,3.3
CUST00792,PAY00792,Melissa Hammond,866,4907119591334233,9.28
CUST00793,PAY00793,Kristie Garcia,473,4165715283491849,1.27
CUST00794,PAY00794,Alyssa Brown,620,502079737214,3.28
CUST00795,PAY00795,Bonnie Freeman,203,38918709481567,4.26
CUST00796,PAY00796,Brandy Lee,752,6011652315599052,10.27
CUST00797,PAY00797,Kyle Mayer,382,3583974786934534,3.29
CUST00798,PAY00798,Travis Peterson,647,38090701890201,7.25
CUST00799,PAY00799,Joel Clark,131,2274992242864497,6.28
CUST00800,PAY00800,Mary Pacheco,039,3502491397504695,1.28
CUST00801,PAY00801,Bailey Tran,462,213133368563963,5.27
CUST00802,PAY00802,Jennifer Burns,406,4302930669272523,8.25
CUST00803,PAY00803,Heather Weiss,849,38127014519711,1.26
CUST00804,PAY00804,Brian Mckenzie,724,5488807709135121,8.27
CUST00805,PAY00805,William Long,880,4361986592972,11.29
CUST00806,PAY00806,Katie Jacobs,379,6011257626608590,12.27
CUST00807,PAY00807,Carrie Cox,823,4245286360724159,5.29
CUST00808,PAY00808,Cynthia Sanchez,565,2693913817204169,12.26
CUST00809,PAY00809,Ashley Bailey,254,30182714560836,7.29
CUST00810,PAY00810,Scott Nguyen,464,3574910208251215,9.26
CUST00811,PAY00811,Melissa Rodriguez,629,180041821019292,1.3
CUST00812,PAY00812,Troy Blair,754,3530835174871477,12.27
CUST00813,PAY00813,Edward Peterson,466,4000483361470701,6.29
CUST00814,PAY00814,Laura Vargas,689,2229887885650235,3.28
CUST00815,PAY00815,Phillip Johnston,629,4887694088739224,1.3
CUST00816,PAY00816,Meredith Butler,311,4769005711680,7.25
CUST00817,PAY00817,Sierra Brady,477,372191208223781,7.29
CUST00818,PAY00818,Hannah Calhoun,612,4743659749056,6.25
CUST00819,PAY00819,Stephanie Brown,281,6011500638544596,10.27
CUST00820,PAY00820,Jill Wilkinson,803,213159798146152,12.28
CUST00821,PAY00821,Cynthia Schroeder,086,568540799232,3.29
CUST00822,PAY00822,Zachary Jackson,935,5134057682255664,1.26
CUST00823,PAY00823,Travis Smith,699,4302800503305121,9.29
CUST00824,PAY00824,David Klein,734,4155539075096190,3.3
CUST00825,PAY00825,Meghan Benitez,057,180037668606498,1.29
CUST00826,PAY00826,Thomas Thomas,057,376800056577801,3.27
CUST00827,PAY00827,Travis Walker,138,213199322197941,4.26
CUST00828,PAY00828,Vickie Davis,505,587259128797,3.28
CUST00829,PAY00829,Billy Washington,782,6011740605642185,8.28
CUST00830,PAY00830,Samantha Brown MD,798,4507469795670956,7.27
CUST00831,PAY00831,Jennifer Cruz,605,349238457029987,4.27
CUST00832,PAY00832,Randy Coleman,740,3541316186656492,7.29
CUST00833,PAY00833,Haley Davies MD,137,4421452770239925,11.26
CUST00834,PAY00834,Jon Spears,702,3581194629644644,11.27
CUST00835,PAY00835,Logan Taylor,886,5449900702511915,10.29
CUST00836,PAY00836,Timothy Schroeder,968,060491940890,10.29
CUST00837,PAY00837,David Bauer,954,4691402925022265,2.26
CUST00838,PAY00838,Debbie Clark,183,2446690015421734,12.26
CUST00839,PAY00839,Mike Porter,236,4160214321125,12.27
CUST00840,PAY00840,Laura Delgado,844,213113350641308,8.29
CUST00841,PAY00841,Kathryn Jackson,990,30521421149609,12.25
CUST00842,PAY00842,Ruth Williams,763,3522948281730989,10.29
CUST00843,PAY00843,Jennifer Chang,033,180002612123198,9.26
CUST00844,PAY00844,Robert Flores,207,3573848384638071,12.26
CUST00845,PAY00845,Terry Hernandez,211,213169780287385,11.26
