u_id,log_id,sp_id,sp_shop_id,order_id,status,date,address,payer_id,pay_id,pay_amount,refer_id,coupon,amount
CUST00919,LOGI0042,P00756,SHOP0358,ORD00758,completed,2025-04-15,"874 Gray Overpass, New Heather, CT 72293",CUST00919,PAY00919,251,AFF00162,WELCOME5,1
CUST00133,LOGI0042,P00258,SHOP0241,ORD00759,carted,2025-02-25,"99466 Lucas Cliffs Suite 550, Crosston, MS 95017",CUST00133,PAY00133,108,,WELCOME5,4
CUST00248,LOGI0035,P00713,SHOP0406,ORD00760,completed,2025-04-30,"50330 Holland Causeway, West Mirandaburgh, NV 73996",CUST00248,PAY00248,394,AFF00295,,5
CUST00328,LOGI0000,P00459,SHOP0076,ORD00761,refunded,2025-05-04,"74142 Nancy Island Apt. 309, Christopherview, IN 40197",CUST00328,PAY00328,319,,WELCOME5,2
CUST00969,LOGI0027,P00503,SHOP0249,ORD00762,carted,2025-05-04,"282 Cristina Hill, South Marilyn, DE 07590",CUST00969,PAY00969,181,,,1
CUST00119,LOGI0012,P00398,SHOP0231,ORD00763,completed,2025-03-10,"PSC 8707, Box 7725, APO AE 12756",CUST00119,PAY00119,155,,DISC10,3
CUST00413,LOGI0042,P00311,SHOP0018,ORD00764,completed,2025-03-20,"0748 Johnson Plains Apt. 062, Comptonside, DE 54790",CUST00413,PAY00413,197,,DISC10,3
CUST00515,LOGI0030,P00793,SHOP0307,ORD00765,completed,2025-01-20,"6629 Karen Valleys, Port Samanthaview, MD 11398",CUST00515,PAY00515,125,,WELCOME5,2
CUST00247,LOGI0039,P00300,SHOP0326,ORD00766,carted,2025-02-19,"221 Ramos Port Apt. 800, Ryantown, ND 18330",CUST00247,PAY00247,11,AFF00210,DISC10,1
CUST00469,LOGI0004,P00903,SHOP0132,ORD00767,refunded,2025-04-27,"PSC 7552, Box 8499, APO AA 98261",CUST00469,PAY00469,98,,WELCOME5,2
CUST00134,LOGI0002,P00117,SHOP0456,ORD00768,carted,2025-01-26,"11100 Moore Ferry Apt. 358, Bowersbury, MT 28057",CUST00134,PAY00134,331,,,1
CUST00030,LOGI0007,P00800,SHOP0012,ORD00769,cancelled,2025-04-02,"625 Gregory Highway, Alexandratown, IA 15155",CUST00030,PAY00030,291,AFF00159,DISC10,2
CUST00020,LOGI0043,P00813,SHOP0377,ORD00770,refunded,2025-02-20,"090 Sims Rapid Apt. 839, Port Patricia, LA 01911",CUST00020,PAY00020,414,,WELCOME5,2
CUST00247,LOGI0017,P00369,SHOP0330,ORD00771,cancelled,2025-05-07,"221 Ramos Port Apt. 800, Ryantown, ND 18330",CUST00247,PAY00247,260,,,2
CUST00878,LOGI0046,P00493,SHOP0148,ORD00772,carted,2025-01-29,"6824 Padilla Ways Apt. 668, East Christinefurt, DE 24749",CUST00878,PAY00878,428,,,5
CUST00573,LOGI0017,P00203,SHOP0454,ORD00773,completed,2025-05-02,"447 Toni Tunnel Apt. 212, Torresmouth, NV 17717",CUST00573,PAY00573,190,AFF00061,,4
CUST00428,LOGI0011,P00959,SHOP0427,ORD00774,carted,2025-03-21,"50012 Wendy Mountain, Terryfurt, HI 88611",CUST00428,PAY00428,330,,,5
CUST00584,LOGI0014,P00793,SHOP0307,ORD00775,carted,2025-01-05,"506 Cynthia Squares, East Williamfort, NJ 68996",CUST00584,PAY00584,111,,DISC10,2
CUST00530,LOGI0023,P00622,SHOP0231,ORD00776,refunded,2025-02-23,"91264 Jennifer Alley Suite 007, Port Tinafort, WI 47620",CUST00530,PAY00530,302,,WELCOME5,2
CUST00734,LOGI0040,P00333,SHOP0167,ORD00777,refunded,2025-04-29,"USNV Mccarty, FPO AP 09610",CUST00734,PAY00734,349,,,3
CUST00491,LOGI0012,P00267,SHOP0128,ORD00778,cancelled,2025-02-17,"15594 Krystal Cove Suite 946, Foxburgh, MS 55653",CUST00491,PAY00491,125,,WELCOME5,3
CUST00207,LOGI0038,P00201,SHOP0316,ORD00779,carted,2025-02-23,"315 Pennington Drive, Mcfarlandton, AL 04604",CUST00207,PAY00207,181,,DISC10,4
CUST00838,LOGI0042,P00217,SHOP0459,ORD00780,completed,2025-02-18,"742 Stephanie Courts Apt. 721, Hoffmanton, MN 08795",CUST00838,PAY00838,237,,DISC10,3
CUST00535,LOGI0018,P00511,SHOP0385,ORD00781,refunded,2025-05-03,"3820 Rodriguez Points, Port Tracy, CT 54592",CUST00535,PAY00535,75,,,5
CUST00388,LOGI0014,P00503,SHOP0249,ORD00782,cancelled,2025-01-30,"8054 Sierra Stream Apt. 010, Olsonshire, UT 12145",CUST00388,PAY00388,45,,DISC10,2
CUST00740,LOGI0024,P00050,SHOP0194,ORD00783,completed,2025-05-08,"6608 Weiss Parks Apt. 797, Cooperville, MA 89493",CUST00740,PAY00740,403,,DISC10,4
CUST00774,LOGI0019,P00941,SHOP0009,ORD00784,carted,2025-01-05,"44093 Chelsea Rapid Apt. 736, Huffborough, GA 98572",CUST00774,PAY00774,140,,DISC10,2
CUST00636,LOGI0043,P00086,SHOP0353,ORD00785,carted,2025-02-06,"27275 Baldwin Course, East Ian, HI 71679",CUST00636,PAY00636,250,,,5
CUST00883,LOGI0040,P00662,SHOP0001,ORD00786,completed,2025-01-10,"7862 Lee Squares, Elizabethfurt, SC 03412",CUST00883,PAY00883,395,,DISC10,2
CUST00495,LOGI0028,P00252,SHOP0415,ORD00787,cancelled,2025-01-15,"USNV Hampton, FPO AA 57090",CUST00495,PAY00495,152,,DISC10,5
CUST00560,LOGI0003,P00166,SHOP0388,ORD00788,carted,2025-05-01,"4213 Cervantes Creek, Samanthaton, CT 66983",CUST00560,PAY00560,136,,DISC10,5
CUST00850,LOGI0001,P00102,SHOP0186,ORD00789,cancelled,2025-03-19,"1432 Bonilla Crescent Apt. 175, Serranoport, MS 79838",CUST00850,PAY00850,194,,,1
CUST00662,LOGI0011,P00938,SHOP0222,ORD00790,refunded,2025-02-25,"83163 Cory Drive, Charlesside, VT 28642",CUST00662,PAY00662,295,,,3
CUST00414,LOGI0044,P00824,SHOP0127,ORD00791,cancelled,2025-03-14,"5373 Olson Plain Suite 623, Toddfort, GA 37236",CUST00414,PAY00414,123,,WELCOME5,1
CUST00117,LOGI0002,P00227,SHOP0030,ORD00792,carted,2025-04-23,"392 Abigail Flat Apt. 266, North Rachel, AS 10443",CUST00117,PAY00117,417,,DISC10,1
CUST00236,LOGI0016,P00939,SHOP0329,ORD00793,completed,2025-01-05,"6287 Allen Mountain Apt. 381, Valdezhaven, MA 88307",CUST00236,PAY00236,272,,DISC10,1
CUST00461,LOGI0032,P00171,SHOP0121,ORD00794,refunded,2025-01-28,"9179 Kimberly Island Apt. 292, Carrollbury, DE 97491",CUST00461,PAY00461,485,AFF00008,WELCOME5,4
CUST00913,LOGI0017,P00548,SHOP0226,ORD00795,carted,2025-01-07,"521 Kathleen Course Suite 123, New Amber, AS 43908",CUST00913,PAY00913,391,,,5
CUST00637,LOGI0041,P00348,SHOP0499,ORD00796,completed,2025-04-25,"1053 Nicole Gateway Apt. 074, West Mary, MO 47525",CUST00637,PAY00637,206,,,2
CUST00762,LOGI0013,P00718,SHOP0350,ORD00797,completed,2025-03-30,"Unit 7729 Box 4152, DPO AE 91980",CUST00762,PAY00762,282,,DISC10,1
CUST00467,LOGI0041,P00997,SHOP0206,ORD00798,completed,2025-02-27,"Unit 2575 Box 4674, DPO AP 91732",CUST00467,PAY00467,477,,,1
CUST00950,LOGI0046,P00500,SHOP0065,ORD00799,refunded,2025-04-08,"625 Mccarthy Plaza, Jamesshire, DE 81581",CUST00950,PAY00950,324,,WELCOME5,2
CUST00030,LOGI0030,P00447,SHOP0163,ORD00800,carted,2025-04-11,"625 Gregory Highway, Alexandratown, IA 15155",CUST00030,PAY00030,95,,WELCOME5,3
CUST00033,LOGI0002,P00400,SHOP0246,ORD00801,completed,2025-04-30,"555 Nelson Expressway, East Caleb, NE 11482",CUST00033,PAY00033,23,,WELCOME5,5
CUST00439,LOGI0012,P00729,SHOP0317,ORD00802,cancelled,2025-04-21,"348 Murray Rapids Suite 737, Owensland, KY 98760",CUST00439,PAY00439,135,,DISC10,4
CUST00490,LOGI0021,P00601,SHOP0125,ORD00803,refunded,2025-04-27,"802 Peggy Well, Burkeville, MA 93923",CUST00490,PAY00490,425,,,3
CUST00288,LOGI0044,P00515,SHOP0233,ORD00804,refunded,2025-04-23,"9830 Short Terrace Apt. 894, South Christianview, CO 98067",CUST00288,PAY00288,310,,,3
CUST00629,LOGI0023,P00412,SHOP0157,ORD00805,cancelled,2025-03-04,"638 Laura Point, Hallchester, CT 14065",CUST00629,PAY00629,309,,,5
CUST00493,LOGI0035,P00610,SHOP0271,ORD00806,completed,2025-04-29,"785 Key Row Apt. 100, Norrisburgh, AK 82844",CUST00493,PAY00493,378,,,5
CUST00996,LOGI0014,P00747,SHOP0491,ORD00807,completed,2025-03-25,"281 Carly Wells, Lake Michelle, AK 10050",CUST00996,PAY00996,224,,,4
CUST00785,LOGI0032,P00665,SHOP0055,ORD00808,refunded,2025-02-12,"3629 Ryan Mountain Suite 665, North Carolineport, UT 79541",CUST00785,PAY00785,261,,WELCOME5,4
CUST00543,LOGI0044,P00648,SHOP0418,ORD00809,refunded,2025-01-16,"50159 Wilkinson Streets Suite 035, West Michaelchester, FM 43888",CUST00543,PAY00543,336,,WELCOME5,4
CUST00386,LOGI0005,P00296,SHOP0018,ORD00810,completed,2025-01-02,"71386 Brown Locks, Port James, WI 80288",CUST00386,PAY00386,13,,DISC10,1
CUST00686,LOGI0020,P00176,SHOP0098,ORD00811,completed,2025-02-19,"286 Perez Junction, North Richardfort, MT 94155",CUST00686,PAY00686,404,,DISC10,1
CUST00800,LOGI0019,P00497,SHOP0028,ORD00812,refunded,2025-03-10,"362 Jessica Fords, Georgefurt, NY 96003",CUST00800,PAY00800,486,,,1
CUST00120,LOGI0014,P00200,SHOP0390,ORD00813,carted,2025-02-26,"2729 Watson Alley, South Nathan, IN 29923",CUST00120,PAY00120,254,AFF00258,DISC10,5
CUST00015,LOGI0018,P00705,SHOP0378,ORD00814,carted,2025-04-23,"15684 Henry Fields Apt. 816, Stevenberg, ME 88542",CUST00015,PAY00015,432,,DISC10,3
CUST00449,LOGI0020,P00118,SHOP0172,ORD00815,completed,2025-02-04,"54638 Lee Alley, Port Joseph, FM 39861",CUST00449,PAY00449,343,AFF00022,WELCOME5,5
CUST00137,LOGI0021,P00583,SHOP0283,ORD00816,completed,2025-04-29,"75715 Julie Mill, Schroederhaven, ND 36841",CUST00137,PAY00137,233,,WELCOME5,3
CUST00436,LOGI0039,P00464,SHOP0288,ORD00817,completed,2025-02-06,"1196 King Trafficway, Kaylachester, TX 73390",CUST00436,PAY00436,347,,,4
CUST00497,LOGI0015,P00298,SHOP0046,ORD00818,carted,2025-04-10,"266 Johnson Canyon, East Amber, CT 30146",CUST00497,PAY00497,316,,WELCOME5,5
CUST00155,LOGI0035,P00267,SHOP0372,ORD00819,refunded,2025-04-29,"Unit 5032 Box 4563, DPO AA 72833",CUST00155,PAY00155,498,,DISC10,3
CUST00207,LOGI0013,P00342,SHOP0077,ORD00820,completed,2025-03-04,"315 Pennington Drive, Mcfarlandton, AL 04604",CUST00207,PAY00207,431,AFF00139,,1
CUST00947,LOGI0035,P00354,SHOP0454,ORD00821,completed,2025-03-13,"906 Amber Points, Tylermouth, OK 82701",CUST00947,PAY00947,138,,WELCOME5,1
CUST00521,LOGI0016,P00920,SHOP0131,ORD00822,refunded,2025-04-02,"2099 Sherri Islands, West Steven, DE 10502",CUST00521,PAY00521,301,AFF00297,WELCOME5,2
CUST00967,LOGI0044,P00956,SHOP0349,ORD00823,completed,2025-02-25,"46732 Wright Ridge Apt. 393, Sarahfurt, MN 31864",CUST00967,PAY00967,195,,DISC10,1
CUST00666,LOGI0047,P00448,SHOP0350,ORD00824,refunded,2025-02-19,"217 Laura Plain, West Teresa, GU 25145",CUST00666,PAY00666,321,AFF00225,WELCOME5,2
CUST00630,LOGI0012,P00098,SHOP0395,ORD00825,carted,2025-04-19,"79362 Scott Pine, West Kaitlin, MD 26944",CUST00630,PAY00630,78,AFF00116,DISC10,4
CUST00357,LOGI0002,P00626,SHOP0200,ORD00826,completed,2025-04-25,"976 Angela Corners, Andreabury, TN 39206",CUST00357,PAY00357,41,,WELCOME5,2
CUST00871,LOGI0014,P00099,SHOP0074,ORD00827,completed,2025-01-30,"25956 Buchanan River Apt. 925, Jacobside, NC 31212",CUST00871,PAY00871,67,,,2
CUST00546,LOGI0048,P00150,SHOP0426,ORD00828,completed,2025-05-04,"72159 Nathaniel Stravenue Apt. 677, East Jadeberg, AK 42608",CUST00546,PAY00546,256,AFF00216,WELCOME5,1
CUST00141,LOGI0038,P00389,SHOP0339,ORD00829,carted,2025-01-20,"59073 Christina Park, Lake Beth, DC 98389",CUST00141,PAY00141,40,,,1
CUST00076,LOGI0029,P00848,SHOP0142,ORD00830,completed,2025-04-27,"81781 Hamilton Knoll, East Curtis, HI 47504",CUST00076,PAY00076,309,,,1
CUST00521,LOGI0014,P00310,SHOP0253,ORD00831,completed,2025-01-30,"2099 Sherri Islands, West Steven, DE 10502",CUST00521,PAY00521,198,AFF00147,,4
CUST00826,LOGI0012,P00267,SHOP0117,ORD00832,completed,2025-04-06,"8292 Lacey Pike Apt. 776, Nicholasborough, MA 20331",CUST00826,PAY00826,231,,,4
CUST00982,LOGI0038,P00622,SHOP0115,ORD00833,cancelled,2025-04-02,"3592 Payne Canyon, Lake Victorfort, AL 44828",CUST00982,PAY00982,218,,WELCOME5,3
CUST00353,LOGI0026,P00652,SHOP0265,ORD00834,carted,2025-04-25,"3520 Romero Glen Apt. 366, West Sandra, TX 20148",CUST00353,PAY00353,397,AFF00118,,2
CUST00189,LOGI0043,P00973,SHOP0346,ORD00835,cancelled,2025-01-02,"PSC 8108, Box 4244, APO AP 69136",CUST00189,PAY00189,69,,WELCOME5,3
CUST00610,LOGI0042,P00904,SHOP0084,ORD00836,carted,2025-03-29,"57367 Pena Streets, Daltonberg, HI 26206",CUST00610,PAY00610,250,AFF00008,,3
CUST00963,LOGI0025,P00140,SHOP0097,ORD00837,completed,2025-02-08,"17640 Santana Court Suite 761, Port Roberttown, RI 54025",CUST00963,PAY00963,325,,WELCOME5,3
CUST00075,LOGI0002,P00317,SHOP0065,ORD00838,completed,2025-01-13,"5723 Green Crossroad, Arianafort, MA 62175",CUST00075,PAY00075,453,,DISC10,3
CUST00708,LOGI0045,P00072,SHOP0432,ORD00839,refunded,2025-01-24,"306 Adkins Mountain Apt. 140, Skinnermouth, CO 15061",CUST00708,PAY00708,290,,WELCOME5,3
CUST00951,LOGI0037,P00166,SHOP0243,ORD00840,carted,2025-02-04,"77554 Lori Radial, Port Alexanderland, RI 82482",CUST00951,PAY00951,93,,WELCOME5,2
CUST00505,LOGI0044,P00551,SHOP0498,ORD00841,completed,2025-04-04,"246 Melissa Point, Lake James, PA 01479",CUST00505,PAY00505,205,,WELCOME5,2
CUST00083,LOGI0000,P00205,SHOP0072,ORD00842,refunded,2025-02-11,"266 Stewart Field, New Stephen, TX 18659",CUST00083,PAY00083,239,AFF00150,,5
CUST00161,LOGI0020,P00265,SHOP0475,ORD00843,carted,2025-02-24,"683 Jonathan Centers Suite 420, Fisherfurt, GA 02058",CUST00161,PAY00161,330,,DISC10,3
CUST00676,LOGI0046,P00933,SHOP0179,ORD00844,cancelled,2025-03-02,"4918 Moreno Estate Suite 487, South Jeffrey, NY 32372",CUST00676,PAY00676,223,AFF00289,,5
CUST00374,LOGI0031,P00865,SHOP0125,ORD00845,cancelled,2025-04-08,"19030 Gibson Spur, Phillipsberg, NC 31452",CUST00374,PAY00374,254,,WELCOME5,4
CUST00092,LOGI0030,P00477,SHOP0438,ORD00846,completed,2025-01-12,"0302 Clements Wall Apt. 865, North Joseph, GA 64009",CUST00092,PAY00092,240,,,2
CUST00386,LOGI0042,P00393,SHOP0359,ORD00847,cancelled,2025-05-06,"71386 Brown Locks, Port James, WI 80288",CUST00386,PAY00386,99,,DISC10,5
CUST00296,LOGI0010,P00074,SHOP0431,ORD00848,cancelled,2025-03-25,"51456 Berry Via Suite 784, Port Judithland, CO 95179",CUST00296,PAY00296,443,,WELCOME5,5
CUST00646,LOGI0038,P00550,SHOP0092,ORD00849,cancelled,2025-03-15,"PSC 6234, Box 2204, APO AE 98800",CUST00646,PAY00646,138,,,2
CUST00900,LOGI0021,P00262,SHOP0397,ORD00850,completed,2025-02-03,"2064 Eric Summit Apt. 266, West Elaineville, TN 49169",CUST00900,PAY00900,409,,,3
CUST00553,LOGI0021,P00219,SHOP0192,ORD00851,cancelled,2025-04-07,"178 Davis Causeway, Woodshire, GU 39588",CUST00553,PAY00553,334,,DISC10,3
CUST00830,LOGI0045,P00265,SHOP0435,ORD00852,carted,2025-03-25,"049 Hendrix Spurs, South Austinburgh, TN 00966",CUST00830,PAY00830,465,,,5
CUST00959,LOGI0033,P00749,SHOP0108,ORD00853,completed,2025-01-20,"2362 Allen Ports, Heatherborough, PA 61796",CUST00959,PAY00959,218,,WELCOME5,1
CUST00025,LOGI0003,P00020,SHOP0053,ORD00854,refunded,2025-04-10,"05077 James Harbor, North Julieton, OR 74544",CUST00025,PAY00025,83,,WELCOME5,4
CUST00201,LOGI0040,P00805,SHOP0305,ORD00855,refunded,2025-01-25,"82808 Stacey Stravenue, Garzashire, TX 57275",CUST00201,PAY00201,48,,DISC10,1
CUST00961,LOGI0011,P00367,SHOP0352,ORD00856,cancelled,2025-01-19,"5218 Love Viaduct, Port Josephberg, GA 44120",CUST00961,PAY00961,201,,DISC10,2
CUST00277,LOGI0048,P00779,SHOP0031,ORD00857,carted,2025-02-14,"161 Elizabeth Walks, North Toddhaven, MH 44888",CUST00277,PAY00277,426,AFF00075,WELCOME5,5
CUST00456,LOGI0024,P00803,SHOP0032,ORD00858,completed,2025-02-17,"8228 Amanda Pass, West Paula, AZ 21099",CUST00456,PAY00456,229,,WELCOME5,5
CUST00634,LOGI0039,P00276,SHOP0395,ORD00859,refunded,2025-02-08,"PSC 8433, Box 7546, APO AP 82549",CUST00634,PAY00634,228,,WELCOME5,3
CUST00692,LOGI0017,P00952,SHOP0174,ORD00860,refunded,2025-02-17,"776 Griffith Summit, Lake Nancyfort, NV 65651",CUST00692,PAY00692,136,,WELCOME5,4
CUST00045,LOGI0010,P00537,SHOP0117,ORD00861,completed,2025-02-05,"2299 Haley Ridge, New Jasmineport, ME 97109",CUST00045,PAY00045,273,,DISC10,2
CUST00448,LOGI0025,P00218,SHOP0287,ORD00862,refunded,2025-01-23,"168 Charles Ville, Christopherborough, KS 10041",CUST00448,PAY00448,185,,,5
CUST00380,LOGI0030,P00568,SHOP0043,ORD00863,completed,2025-03-13,"78055 Elaine Knolls, West Jacobstad, ME 75328",CUST00380,PAY00380,400,,DISC10,2
CUST00148,LOGI0047,P00739,SHOP0036,ORD00864,completed,2025-01-05,"3020 Velez Place, East Zacharyside, AS 11646",CUST00148,PAY00148,486,AFF00187,WELCOME5,3
CUST00774,LOGI0005,P00117,SHOP0165,ORD00865,completed,2025-05-03,"44093 Chelsea Rapid Apt. 736, Huffborough, GA 98572",CUST00774,PAY00774,303,,,2
CUST00832,LOGI0017,P00800,SHOP0280,ORD00866,refunded,2025-01-06,"6655 Jennifer Via Suite 010, Judymouth, TN 32368",CUST00832,PAY00832,24,,,4
CUST00995,LOGI0036,P00920,SHOP0123,ORD00867,completed,2025-01-28,"23953 Smith Fords, Powelltown, ME 82805",CUST00995,PAY00995,196,,DISC10,2
CUST00290,LOGI0016,P00615,SHOP0036,ORD00868,refunded,2025-01-30,"67022 Nina Forks Suite 551, Jordanview, CT 61315",CUST00290,PAY00290,70,AFF00297,DISC10,3
CUST00749,LOGI0038,P00088,SHOP0014,ORD00869,refunded,2025-03-15,"87502 Hoffman Squares, West Jerry, MH 75081",CUST00749,PAY00749,249,,,2
CUST00218,LOGI0024,P00371,SHOP0412,ORD00870,cancelled,2025-01-25,"11466 Samuel Courts, Port Charles, VT 55946",CUST00218,PAY00218,150,,WELCOME5,1
CUST00952,LOGI0013,P00737,SHOP0471,ORD00871,completed,2025-01-19,"7518 Ryan Glens, Marissatown, GA 17627",CUST00952,PAY00952,269,,DISC10,4
CUST00604,LOGI0022,P00930,SHOP0444,ORD00872,carted,2025-02-24,"969 Bill Rue Suite 382, North Desireefurt, AS 50506",CUST00604,PAY00604,154,AFF00033,DISC10,3
CUST00140,LOGI0036,P00514,SHOP0443,ORD00873,carted,2025-02-23,"55966 Stanley Gardens, Brianside, GA 49045",CUST00140,PAY00140,364,,,2
CUST00773,LOGI0049,P00969,SHOP0011,ORD00874,carted,2025-04-22,"27149 Owens Branch, Yvonneberg, TX 83220",CUST00773,PAY00773,295,AFF00248,WELCOME5,1
CUST00052,LOGI0018,P00987,SHOP0346,ORD00875,cancelled,2025-01-17,"PSC 0198, Box 9574, APO AP 31140",CUST00052,PAY00052,219,,DISC10,2
CUST00294,LOGI0005,P00591,SHOP0451,ORD00876,cancelled,2025-01-05,"USNS Serrano, FPO AE 20641",CUST00294,PAY00294,175,,WELCOME5,3
CUST00338,LOGI0043,P00613,SHOP0035,ORD00877,carted,2025-04-14,"29748 Murray Extension, Stevensside, MH 04964",CUST00338,PAY00338,119,,,3
CUST00934,LOGI0002,P00629,SHOP0264,ORD00878,cancelled,2025-02-14,"1796 Alicia Port, Lake Dawnmouth, MT 95910",CUST00934,PAY00934,114,,DISC10,3
CUST00389,LOGI0014,P00148,SHOP0038,ORD00879,carted,2025-01-26,"390 Robert Corners, Michaelchester, NC 91844",CUST00389,PAY00389,386,,DISC10,4
CUST00495,LOGI0029,P00495,SHOP0031,ORD00880,refunded,2025-01-11,"USNV Hampton, FPO AA 57090",CUST00495,PAY00495,242,,DISC10,4
CUST00023,LOGI0001,P00843,SHOP0332,ORD00881,carted,2025-04-13,"86888 Mary Pines Suite 992, New Elizabeth, PR 17252",CUST00023,PAY00023,423,,WELCOME5,1
CUST00959,LOGI0026,P00179,SHOP0043,ORD00882,completed,2025-02-13,"2362 Allen Ports, Heatherborough, PA 61796",CUST00959,PAY00959,107,,DISC10,2
CUST00776,LOGI0012,P00457,SHOP0219,ORD00883,cancelled,2025-04-13,"761 Eddie Cape, Frankside, CO 62803",CUST00776,PAY00776,484,,DISC10,3
CUST00997,LOGI0048,P00313,SHOP0241,ORD00884,completed,2025-03-30,"3209 Lawrence Inlet, Williamsmouth, AL 76504",CUST00997,PAY00997,99,,DISC10,4
CUST00211,LOGI0019,P00224,SHOP0371,ORD00885,refunded,2025-03-19,"4203 Powell Mountain Suite 425, Savagebury, TX 09094",CUST00211,PAY00211,85,,WELCOME5,5
CUST00659,LOGI0010,P00983,SHOP0204,ORD00886,carted,2025-05-08,"56332 Debbie Crossroad, Jesseport, WI 15895",CUST00659,PAY00659,89,,DISC10,1
CUST00225,LOGI0044,P00603,SHOP0405,ORD00887,completed,2025-02-01,"3292 Joel Isle Suite 710, South Nathanstad, IA 04746",CUST00225,PAY00225,67,,WELCOME5,5
CUST00957,LOGI0010,P00049,SHOP0102,ORD00888,completed,2025-02-12,"35494 Monica Stream, Hollowayville, OK 28214",CUST00957,PAY00957,122,,,2
CUST00178,LOGI0039,P00712,SHOP0148,ORD00889,refunded,2025-01-12,"Unit 3803 Box 9102, DPO AE 76310",CUST00178,PAY00178,369,,,4
CUST00312,LOGI0049,P00634,SHOP0273,ORD00890,completed,2025-04-25,"5051 Moore Circles, Tylerburgh, NV 91693",CUST00312,PAY00312,306,,WELCOME5,5
CUST00733,LOGI0021,P00247,SHOP0360,ORD00891,refunded,2025-03-10,"68802 Hunter Cliff Suite 752, Andersonton, VT 17405",CUST00733,PAY00733,203,,,5
CUST00820,LOGI0042,P00102,SHOP0411,ORD00892,completed,2025-03-30,"06318 Karen Park, South Matthewborough, AL 05258",CUST00820,PAY00820,344,AFF00151,,1
CUST00130,LOGI0039,P00448,SHOP0432,ORD00893,carted,2025-04-05,"66996 Baker Circles, Port Pamelafort, WV 98700",CUST00130,PAY00130,450,,DISC10,2
CUST00613,LOGI0001,P00816,SHOP0410,ORD00894,cancelled,2025-03-07,"92422 Michelle Throughway Apt. 148, South Jamesberg, NC 46936",CUST00613,PAY00613,373,,DISC10,2
CUST00028,LOGI0019,P00729,SHOP0106,ORD00895,carted,2025-04-01,"538 Gonzalez Squares Suite 387, Lake Garrettberg, NV 22991",CUST00028,PAY00028,323,,DISC10,3
CUST00978,LOGI0000,P00114,SHOP0033,ORD00896,carted,2025-03-31,"948 Lyons Camp Apt. 427, Lake Louishaven, GU 03771",CUST00978,PAY00978,222,,,4
CUST00840,LOGI0019,P00292,SHOP0241,ORD00897,cancelled,2025-04-29,"551 Mueller Parks Apt. 628, Troyland, NC 64418",CUST00840,PAY00840,435,,DISC10,2
CUST00683,LOGI0031,P00739,SHOP0309,ORD00898,cancelled,2025-04-23,"0076 Smith Shoals Suite 342, Port Ericport, VT 28280",CUST00683,PAY00683,289,,WELCOME5,4
CUST00922,LOGI0010,P00226,SHOP0074,ORD00899,refunded,2025-02-24,"82967 Elizabeth Hollow Suite 813, West Nicoleview, WA 39428",CUST00922,PAY00922,70,,WELCOME5,4
CUST00134,LOGI0022,P00852,SHOP0091,ORD00900,refunded,2025-05-09,"11100 Moore Ferry Apt. 358, Bowersbury, MT 28057",CUST00134,PAY00134,259,,,5
CUST00233,LOGI0042,P00912,SHOP0313,ORD00901,refunded,2025-02-04,"4455 Lawrence Wells Apt. 999, North Lawrence, OK 20508",CUST00233,PAY00233,210,,WELCOME5,1
CUST00725,LOGI0039,P00599,SHOP0388,ORD00902,carted,2025-04-02,"3739 Mitchell Estate Apt. 286, West Laurie, MH 29491",CUST00725,PAY00725,484,,WELCOME5,3
CUST00888,LOGI0014,P00632,SHOP0386,ORD00903,carted,2025-01-22,"70888 White Light Suite 151, Angelaburgh, IL 11241",CUST00888,PAY00888,90,AFF00215,DISC10,1
CUST00888,LOGI0012,P00771,SHOP0256,ORD00904,cancelled,2025-02-10,"70888 White Light Suite 151, Angelaburgh, IL 11241",CUST00888,PAY00888,60,AFF00073,DISC10,2
CUST00161,LOGI0018,P00052,SHOP0192,ORD00905,completed,2025-01-29,"683 Jonathan Centers Suite 420, Fisherfurt, GA 02058",CUST00161,PAY00161,120,,WELCOME5,2
CUST00770,LOGI0016,P00981,SHOP0215,ORD00906,completed,2025-04-26,"75368 Bell Place Apt. 484, West Samuel, AL 66738",CUST00770,PAY00770,446,,DISC10,4
CUST00253,LOGI0045,P00779,SHOP0031,ORD00907,carted,2025-04-12,"91870 Chelsea Walk Suite 422, Garystad, KY 51506",CUST00253,PAY00253,162,AFF00121,,1
CUST00907,LOGI0025,P00674,SHOP0285,ORD00908,refunded,2025-03-12,"107 Richard Divide, Carsonmouth, VI 50331",CUST00907,PAY00907,176,,WELCOME5,1
CUST00295,LOGI0009,P00943,SHOP0132,ORD00909,carted,2025-01-20,"60497 Angela Drive Apt. 689, Pamelaton, RI 81141",CUST00295,PAY00295,268,,DISC10,4
CUST00076,LOGI0047,P00410,SHOP0211,ORD00910,completed,2025-02-17,"81781 Hamilton Knoll, East Curtis, HI 47504",CUST00076,PAY00076,386,AFF00080,WELCOME5,4
CUST00163,LOGI0025,P00164,SHOP0237,ORD00911,carted,2025-04-29,"2292 Robert Square Suite 954, Maloneberg, ND 37732",CUST00163,PAY00163,83,,WELCOME5,5
CUST00541,LOGI0018,P00028,SHOP0007,ORD00912,cancelled,2025-01-15,"658 Audrey Square Apt. 276, Lake Lanceville, MS 15062",CUST00541,PAY00541,149,,,2
